timestamp,query,retrieval_time_ms,llm_time_ms,total_time_ms,similarity_score,tokens_used,cost_usd
2026-06-23 11:01:50,como eu uso o colab ?,2387.77,32688.04,37698.70,0.7454,380,0.00000760
2026-06-23 11:06:41,gostaria de reclamar do meu vizinho; tem uma arvore na casa dele que ta quase caindo,1808.42,7625.21,32234.44,0.5440,460,0.00000920
2026-06-23 11:31:36,Qual o canal correto para denunciar som alto e perturbação do sossego?,1780.85,4895.90,9818.18,0.5311,166,0.00000332
2026-06-23 11:31:41,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,516.27,4583.64,5100.37,0.5662,245,0.00000490
2026-06-23 11:31:53,Qual o procedimento para solicitar vaga em creche municipal?,1856.26,5913.95,11584.56,0.5497,380,0.00000760
2026-06-23 11:32:01,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,1787.71,7066.21,8854.68,0.5034,188,0.00000376
2026-06-23 11:32:28,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,1753.64,15053.30,26948.32,0.5710,517,0.00001034
2026-06-23 13:26:00,Qual o endereço do CRAS do Jardim Primavera?,1961.16,1511.40,3473.30,0.6323,186,0.00000372
2026-06-23 13:28:41,não consigo gera ra guia de iptu,705.29,4684.60,5391.06,0.5768,348,0.00000696
2026-06-23 13:29:00,qual a secretaria que gerar iptu ?,509.55,1947.29,2457.26,0.6062,348,0.00000696
2026-06-23 13:29:32,qual telefone ?,2482.95,8500.64,17374.25,0.5653,113,0.00000226
2026-06-23 13:39:57,Como faço para solicitar capina ou limpeza urbana?,2036.70,4477.22,6514.38,0.5497,348,0.00000696
2026-06-23 13:43:49,Qual o canal correto para denunciar som alto e perturbação do sossego?,1890.75,8674.49,12802.57,0.5311,166,0.00000332
2026-06-23 13:44:37,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,574.83,2434.69,3010.92,0.5662,245,0.00000490
2026-06-23 14:19:16,Quais os cursos oferecidos pela FUNDEC?,943.74,3012.00,3956.34,0.6467,359,0.00000718
2026-06-23 14:33:22,Quais os cursos oferecidos pela FUNDEC?,16.48,42793.47,42811.82,1.0000,13112,0.00026224
2026-06-23 14:40:28,Quais os cursos oferecidos pela FUNDEC?,858.50,6378.28,7237.39,0.6467,359,0.00000718
2026-06-23 14:42:27,O que é a Ouvidoria?,541.47,13961.89,14503.82,0.7805,380,0.00000760
2026-06-23 14:47:49,Qual o canal correto para denunciar som alto e perturbação do sossego?,2609.27,11219.45,16698.42,0.5311,166,0.00000332
2026-06-23 14:47:56,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,583.81,5995.70,6581.87,0.6526,393,0.00000786
2026-06-23 14:48:16,Qual o procedimento para solicitar vaga em creche municipal?,1841.08,11127.38,20470.70,0.5497,380,0.00000760
2026-06-23 14:48:27,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,3018.96,7839.25,10858.78,0.5034,188,0.00000376
2026-06-23 14:48:45,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,2148.75,7750.12,18028.47,0.5710,517,0.00001034
2026-06-23 14:56:38,Qual o canal correto para denunciar som alto e perturbação do sossego?,2098.35,7795.78,18513.84,0.5311,166,0.00000332
2026-06-23 14:56:47,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,677.63,8031.52,8709.57,0.6526,393,0.00000786
2026-06-23 14:57:06,Qual o procedimento para solicitar vaga em creche municipal?,2092.34,8270.57,19344.50,0.5497,380,0.00000760
2026-06-23 14:57:16,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,1987.30,7762.47,9750.84,0.5034,188,0.00000376
2026-06-23 14:57:26,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada. E se a árvore cair e danificar meu carro; quem é responsável? E se a Secretaria de Obras disser que é com o Meio Ambiente?,1986.40,7729.55,9716.50,0.5816,464,0.00000928
2026-06-23 15:33:52,Quais os cursos oferecidos pela FUNDEC?,16.68,9645.06,9663.99,1.0000,13112,0.00026224
2026-06-23 15:40:38,Qual o canal correto para denunciar som alto e perturbação do sossego?,2254.83,7933.47,18386.99,0.5311,166,0.00000332
2026-06-23 15:40:46,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,581.06,7941.22,8523.44,0.6526,393,0.00000786
2026-06-23 15:40:57,Como registrar reclamação sobre atendimento em unidade pública?,2763.16,7881.32,10645.27,0.6214,238,0.00000476
2026-06-23 15:41:15,Qual o procedimento para solicitar vaga em creche municipal?,2364.60,7765.46,17951.08,0.5497,380,0.00000760
2026-06-23 15:41:25,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,2308.85,0.00,10067.24,0.0000,0,0.00000000
2026-06-23 15:41:35,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,1966.40,7808.30,9776.26,0.5034,188,0.00000376
2026-06-23 15:41:54,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,2331.77,7978.08,19228.68,0.5710,517,0.00001034
2026-06-23 15:44:43,Qual o papel do IPMDC na previdência municipal?,647.80,8134.22,8789.31,0.7625,261,0.00000522
2026-06-23 15:55:36,solicitar quebramola; como eu faço ?,2033.47,0.00,9975.38,0.0000,0,0.00000000
2026-06-23 16:00:06,solicitar quebramola; como eu faço ?,2707.16,0.00,11563.89,0.0000,0,0.00000000
2026-06-23 16:00:25,solicitar quebramola; como eu faço ?,2323.14,0.00,19024.99,0.0000,0,0.00000000
2026-06-23 16:00:42,quem é o prefeito?,2141.10,7843.97,17799.09,0.6609,212,0.00000424
2026-06-23 16:00:49,Quem é o atual Prefeito de Duque de Caxias?,2217.54,7737.28,17767.44,0.7252,343,0.00000686
2026-06-23 16:01:08,quem é o prefeito?,2007.34,7698.29,25767.05,0.6609,212,0.00000424
2026-06-23 16:08:01,Qual o canal correto para denunciar som alto e perturbação do sossego?,2326.73,7778.73,18360.25,0.5311,166,0.00000332
2026-06-23 16:08:10,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,780.21,7826.93,8608.84,0.6526,393,0.00000786
2026-06-23 16:08:21,Como registrar reclamação sobre atendimento em unidade pública?,3173.40,7869.90,11046.72,0.6214,238,0.00000476
2026-06-23 16:08:38,Qual o procedimento para solicitar vaga em creche municipal?,1993.92,7600.07,17207.28,0.5497,380,0.00000760
2026-06-23 16:08:48,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,1997.60,0.00,9691.45,0.0000,0,0.00000000
2026-06-23 16:08:57,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,1887.63,7633.65,9523.25,0.5034,188,0.00000376
2026-06-23 16:09:15,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,2025.01,7682.59,17398.98,0.5710,517,0.00001034
2026-06-23 16:13:28,Estou sem luz,2049.56,0.00,11605.68,0.0000,0,0.00000000
2026-06-23 16:13:39,Preciso trocar uma lâmpada,2053.85,0.00,10431.27,0.0000,0,0.00000000
2026-06-23 16:13:41,Trocar lâmpada do poste da minha rua,1859.90,0.00,1860.78,0.0000,0,0.00000000
2026-06-23 16:13:43,Falta de luz no meu bairro inteiro,2042.04,0.00,2043.36,0.0000,0,0.00000000
2026-06-23 16:18:14,Trocar lâmpada do poste da minha rua,1996.95,0.00,9752.87,0.0000,0,0.00000000
2026-06-23 16:19:25,quais os cursos da fundec?,0.21,8864.78,17012.75,1.0000,313,0.00000626
2026-06-23 16:19:43,mostre apenas cursos de informática da fundec,819.27,8377.43,17235.37,0.6311,300,0.00000600
2026-06-23 16:19:59,tem curso de eletricista na fundec?,1021.36,7630.29,16436.03,0.6499,348,0.00000696
2026-06-23 16:20:07,Quem é o atual Prefeito de Duque de Caxias?,2941.12,8457.84,19128.73,0.7252,343,0.00000686
2026-06-23 16:21:12,Qual o canal correto para denunciar som alto e perturbação do sossego?,2948.12,8265.75,19583.17,0.5311,166,0.00000332
2026-06-23 16:21:22,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,1138.24,8206.16,9346.47,0.6526,393,0.00000786
2026-06-23 16:21:32,Como registrar reclamação sobre atendimento em unidade pública?,2681.27,8077.58,10763.12,0.6214,238,0.00000476
2026-06-23 16:21:51,Qual o procedimento para solicitar vaga em creche municipal?,2066.09,8384.41,18952.19,0.5497,380,0.00000760
2026-06-23 16:22:01,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,1954.36,0.00,9884.42,0.0000,0,0.00000000
2026-06-23 16:22:12,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,2004.25,8369.92,10375.75,0.5034,188,0.00000376
2026-06-23 16:22:29,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,2084.33,7717.20,17729.44,0.5710,517,0.00001034
2026-06-23 16:40:51,Qual o canal correto para denunciar som alto e perturbação do sossego?,2802.13,8095.18,15308.54,0.5311,166,0.00000332
2026-06-23 16:40:55,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,554.52,4187.66,4746.39,0.6526,393,0.00000786
2026-06-23 16:41:03,Como registrar reclamação sobre atendimento em unidade pública?,1855.92,5364.08,7221.46,0.6214,238,0.00000476
2026-06-23 16:41:28,Qual o procedimento para solicitar vaga em creche municipal?,2286.44,11525.69,25050.78,0.5497,380,0.00000760
2026-06-23 16:41:38,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,2812.29,0.00,10292.49,0.0000,0,0.00000000
2026-06-23 16:41:45,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,2405.59,4248.24,6655.87,0.5034,188,0.00000376
2026-06-23 16:41:50,Qual o canal correto para denunciar som alto e perturbação do sossego?,2224.59,8245.39,13399.74,0.5311,166,0.00000332
2026-06-23 16:41:55,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,1141.14,3992.92,5136.72,0.6526,393,0.00000786
2026-06-23 16:42:01,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,4555.18,8741.68,15935.11,0.5710,517,0.00001034
2026-06-23 16:42:16,Como registrar reclamação sobre atendimento em unidade pública?,2100.04,19332.34,21434.68,0.6214,238,0.00000476
2026-06-23 16:42:56,Qual o procedimento para solicitar vaga em creche municipal?,2159.74,19530.63,39517.48,0.5497,380,0.00000760
2026-06-23 16:43:16,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,2141.44,0.00,20151.25,0.0000,0,0.00000000
2026-06-23 16:43:38,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,3114.11,19206.14,22323.55,0.5034,188,0.00000376
2026-06-23 16:44:17,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,2134.43,18056.69,38059.53,0.5710,517,0.00001034
2026-06-23 16:52:43,Qual o canal correto para denunciar som alto e perturbação do sossego?,2301.52,19973.29,30525.11,0.5311,166,0.00000332
2026-06-23 16:52:48,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,625.28,4554.16,5182.17,0.6526,393,0.00000786
2026-06-23 16:52:53,Como registrar reclamação sobre atendimento em unidade pública?,1913.98,3422.58,5338.36,0.6214,238,0.00000476
2026-06-23 16:53:04,Qual o procedimento para solicitar vaga em creche municipal?,1819.95,6229.90,10377.42,0.5497,380,0.00000760
2026-06-23 16:53:12,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,1952.28,0.00,8095.43,0.0000,0,0.00000000
2026-06-23 16:53:19,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,2035.30,4735.31,6772.65,0.5034,188,0.00000376
2026-06-23 16:53:29,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,2304.21,4779.21,10425.59,0.5710,517,0.00001034
2026-06-23 16:54:52,Quem é o atual Prefeito de Duque de Caxias?,2018.09,7761.59,17664.11,0.7252,343,0.00000686
2026-06-23 16:56:12,Quem é o atual Prefeito de Duque de Caxias?,2052.87,1424.96,22609.21,0.7252,343,0.00000686
2026-06-23 16:56:36,quero trocar uma lampada,1909.90,0.00,6120.01,0.0000,0,0.00000000
2026-06-23 16:57:01,quero abrir uma reclamação,1841.77,0.00,7825.74,0.0000,0,0.00000000
2026-06-23 17:01:01,Trocar lâmpada do poste da minha rua,2457.81,0.00,11537.06,0.0000,0,0.00000000
2026-06-23 17:02:32,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,520.28,65580.73,78024.75,0.6526,393,0.00000786
2026-06-23 17:02:43,Como registrar reclamação sobre atendimento em unidade pública?,1740.00,3445.26,10738.47,0.6214,238,0.00000476
2026-06-23 17:03:10,Qual o procedimento para solicitar vaga em creche municipal?,1757.99,4741.64,27036.44,0.5497,380,0.00000760
2026-06-23 17:03:24,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,1956.41,0.00,14081.45,0.0000,0,0.00000000
2026-06-23 17:03:39,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,1928.05,2722.68,15312.07,0.5034,188,0.00000376
2026-06-23 17:03:59,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,1777.13,7948.72,19530.42,0.5710,517,0.00001034
2026-06-24 09:07:03,Trocar lâmpada do poste da minha rua,2510.79,0.00,179127.75,0.0000,0,0.00000000
2026-06-24 09:11:52,Trocar lâmpada do poste da minha rua,2344.80,0.00,17060.07,0.0000,0,0.00000000
2026-06-24 09:12:56,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,594.15,3107.03,48239.74,0.6526,393,0.00000786
2026-06-24 09:13:08,Como registrar reclamação sobre atendimento em unidade pública?,2023.24,3846.43,12322.88,0.6214,238,0.00000476
2026-06-24 09:14:02,Qual o procedimento para solicitar vaga em creche municipal?,2131.14,44231.93,53831.91,0.5497,380,0.00000760
2026-06-24 09:15:03,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,2113.65,0.00,61059.17,0.0000,0,0.00000000
2026-06-24 09:16:05,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,2088.54,2292.02,62084.59,0.5034,188,0.00000376
2026-06-24 09:16:58,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,1930.88,45848.16,52964.91,0.5710,517,0.00001034
2026-06-24 09:47:43,Trocar lâmpada do poste da minha rua,2691.52,0.00,11300.86,0.0000,0,0.00000000
2026-06-24 09:49:30,Qual o canal correto para denunciar som alto e perturbação do sossego?,1910.70,16632.98,43006.18,0.5311,166,0.00000332
2026-06-24 09:50:32,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,574.36,45998.54,61901.02,0.6526,393,0.00000786
2026-06-24 09:52:16,Qual o procedimento para solicitar vaga em creche municipal?,1859.49,9666.43,35211.98,0.5497,380,0.00000760
2026-06-24 09:53:52,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,2151.19,41883.47,54316.82,0.5034,188,0.00000376
2026-06-24 09:58:48,Qual o canal correto para denunciar som alto e perturbação do sossego?,2701.70,37540.19,80367.29,0.5311,166,0.00000332
2026-06-24 09:59:31,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,1297.45,41603.08,42906.74,0.6526,393,0.00000786
2026-06-24 10:00:43,Como registrar reclamação sobre atendimento em unidade pública?,2766.24,35268.03,72235.74,0.6214,238,0.00000476
2026-06-24 10:01:55,Qual o procedimento para solicitar vaga em creche municipal?,2286.93,35853.66,72122.28,0.5497,380,0.00000760
2026-06-24 10:02:14,Qual o canal correto para denunciar som alto e perturbação do sossego?,1831.74,79407.29,131805.74,0.5311,166,0.00000332
2026-06-24 10:03:07,Como acompanhar o andamento de uma manifestação registrada na Ouvidoria?,655.47,52060.60,52723.14,0.6526,393,0.00000786
2026-06-24 10:03:09,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,1944.75,0.00,73586.02,0.0000,0,0.00000000
2026-06-24 10:03:26,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,1910.47,15600.13,17513.88,0.5034,188,0.00000376
2026-06-24 10:03:59,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,2477.92,9426.59,32400.08,0.5710,517,0.00001034
2026-06-24 10:04:38,Qual o procedimento para solicitar vaga em creche municipal?,1945.51,40787.28,83322.68,0.5497,380,0.00000760
2026-06-24 10:05:50,Qual foi a média diária de reclamações sobre iluminação pública no Hospital Adão Pereira Nunes no mês de março; e como isso se compara com a média do mesmo período do ano anterior?,2139.35,0.00,72294.34,0.0000,0,0.00000000
2026-06-24 10:06:34,Considerando os bairros com maior volume de reclamações de tapa-buraco nos últimos 6 meses; quais deles também concentram o maior número de solicitações de retirada de entulho na Zeladoria; e o que isso pode indicar sobre a infraestrutura dessas regiões?,1935.68,41652.71,43591.39,0.5034,188,0.00000376
2026-06-24 10:08:42,Quero saber como solicitar a poda de uma árvore que está bloqueando minha calçada.,2079.46,41772.28,128411.01,0.5710,517,0.00001034
2026-06-24 10:32:35,Qual o canal correto para denunciar som alto e perturbação do sossego?,1878.91,37546.74,78228.86,0.5311,166,0.00000332
